2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,1
2020-03-13,0
2020-03-14,1
2020-03-15,0
2020-03-16,1
2020-03-17,0
2020-03-18,1
2020-03-19,0
2020-03-20,1
2020-03-21,1
2020-03-22,1
2020-03-23,1
2020-03-24,2
2020-03-25,1
2020-03-26,2
2020-03-27,2
2020-03-28,4
2020-03-29,3
2020-03-30,6
2020-03-31,4
2020-04-01,7
2020-04-02,7
2020-04-03,12
2020-04-04,9
2020-04-05,14
2020-04-06,11
2020-04-07,19
2020-04-08,19
2020-04-09,23
2020-04-10,27
2020-04-11,28
2020-04-12,28
2020-04-13,35
2020-04-14,34
2020-04-15,42
2020-04-16,38
2020-04-17,46
2020-04-18,40
2020-04-19,54
2020-04-20,47
2020-04-21,60
2020-04-22,51
2020-04-23,61
2020-04-24,56
2020-04-25,63
2020-04-26,57
2020-04-27,69
2020-04-28,58
2020-04-29,74
2020-04-30,59
2020-05-01,77
2020-05-02,63
2020-05-03,79
2020-05-04,75
2020-05-05,85
2020-05-06,78
2020-05-07,86
2020-05-08,81
2020-05-09,91
2020-05-10,81
2020-05-11,93
2020-05-12,85
2020-05-13,94
2020-05-14,87
2020-05-15,100
2020-05-16,89
2020-05-17,100
2020-05-18,90
2020-05-19,103
2020-05-20,94
2020-05-21,105
2020-05-22,95
2020-05-23,105
2020-05-24,95
2020-05-25,106
2020-05-26,98
2020-05-27,109
2020-05-28,100
2020-05-29,109
2020-05-30,100
2020-05-31,111
2020-06-01,106
2020-06-02,121
2020-06-03,106
2020-06-04,124
2020-06-05,109
2020-06-06,125
2020-06-07,109
2020-06-08,128
2020-06-09,110
2020-06-10,131
2020-06-11,111
2020-06-12,132
2020-06-13,112
2020-06-14,132
2020-06-15,114
2020-06-16,132
2020-06-17,116
2020-06-18,136
2020-06-19,118
2020-06-20,139
2020-06-21,119
2020-06-22,141
2020-06-23,120
2020-06-24,142
2020-06-25,121
2020-06-26,145
2020-06-27,124
2020-06-28,148
2020-06-29,128
2020-06-30,148
2020-07-01,132
2020-07-02,150
2020-07-03,133
2020-07-04,151
2020-07-05,136
2020-07-06,152
2020-07-07,138
2020-07-08,153
2020-07-09,141
2020-07-10,153
2020-07-11,141
2020-07-12,159
2020-07-13,142
2020-07-14,161
2020-07-15,147
2020-07-16,162
2020-07-17,148
2020-07-18,164
2020-07-19,149
2020-07-20,169
2020-07-21,150
2020-07-22,174
2020-07-23,152
2020-07-24,178
2020-07-25,155
2020-07-26,180
2020-07-27,158
2020-07-28,186
2020-07-29,163
2020-07-30,194
2020-07-31,164
2020-08-01,194
2020-08-02,167
2020-08-03,199
2020-08-04,168
2020-08-05,203
2020-08-06,173
2020-08-07,207
2020-08-08,173
2020-08-09,207
2020-08-10,180
2020-08-11,208
2020-08-12,189
2020-08-13,214
2020-08-14,190
2020-08-15,216
2020-08-16,190
2020-08-17,220
2020-08-18,195
2020-08-19,225
2020-08-20,198
2020-08-21,232
2020-08-22,199
2020-08-23,232
2020-08-24,200
2020-08-25,233
2020-08-26,212
2020-08-27,234
2020-08-28,214
2020-08-29,235
2020-08-30,215
2020-08-31,236
2020-09-01,218
2020-09-02,240
2020-09-03,235
2020-09-04,246
2020-09-05,236
2020-09-06,247
2020-09-07,238
2020-09-08,248
2020-09-09,249
2020-09-10,250
2020-09-11,270
2020-09-12,263
2020-09-13,273
2020-09-14,273
2020-09-15,282
2020-09-16,304
2020-09-17,282
2020-09-18,314
2020-09-19,282
2020-09-20,315
2020-09-21,289
2020-09-22,329
2020-09-23,300
2020-09-24,333
2020-09-25,301
2020-09-26,333
2020-09-27,303
2020-09-28,338
2020-09-29,312
2020-09-30,366
2020-10-01,312
2020-10-02,387
2020-10-03,311
2020-10-04,387
2020-10-05,319
2020-10-06,387
2020-10-07,338
2020-10-08,403
2020-10-09,362
2020-10-10,406
2020-10-11,363
2020-10-12,411
2020-10-13,375
2020-10-14,463
